,K00613,K18966,K18592,K15372,K15551,K01442,K03119,K10712,K10831,K15552,K23235,K01594,K00659,K01580,K03851,K00681
kofamscan/ko_tables/taurine/MMETSP0147_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0959_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
kofamscan/ko_tables/taurine/MMETSP1067_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1091_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0013_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP1385_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0253_clean.csv,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP1139_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1348_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0995_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0420_clean.csv,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0324_clean.csv,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
kofamscan/ko_tables/taurine/MMETSP1318_clean.csv,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1453_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP1037_clean.csv,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1085_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0119_clean.csv,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1060_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0447_clean.csv,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1
kofamscan/ko_tables/taurine/MMETSP0906_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0937_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0146_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0367_clean.csv,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
kofamscan/ko_tables/taurine/MMETSP0885_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1358_clean.csv,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0745_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0975_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0754_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0224_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0965_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0186_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1470_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
kofamscan/ko_tables/taurine/MMETSP0913_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0437_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0102_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1103_clean.csv,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0689_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
kofamscan/ko_tables/taurine/MMETSP0436_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0055_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1126_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0992_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0451_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0996_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1460_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0853_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0296_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0977_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0809_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0851_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP1317_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0034_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1001_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
kofamscan/ko_tables/taurine/MMETSP0649_clean.csv,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0269_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0168_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP1392_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0361_clean.csv,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
kofamscan/ko_tables/taurine/MMETSP1008_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0494_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0563_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1344_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0917_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1017_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0902_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0933_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0290_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1475_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0042_clean.csv,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0604_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0292_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0017_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0961_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
kofamscan/ko_tables/taurine/MMETSP0213_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0005_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1082_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
kofamscan/ko_tables/taurine/MMETSP1110_clean.csv,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0154_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0713_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1036_clean.csv,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1062_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
kofamscan/ko_tables/taurine/MMETSP1467_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1068_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0890_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1387_clean.csv,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1
kofamscan/ko_tables/taurine/MMETSP1355_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1059_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP1438_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1409_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0786_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0744_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1132_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1471_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0493_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0038_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP1086_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1338_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0819_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1446_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0947_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0097_clean.csv,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP1444_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1160_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0929_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0270_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0964_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP1449_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP1039_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0799_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
kofamscan/ko_tables/taurine/MMETSP1322_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0176_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0800_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0986_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0470_clean.csv,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0984_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0880_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0932_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0794_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0059_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1114_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1472_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1154_clean.csv,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP1159_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP1005_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
kofamscan/ko_tables/taurine/MMETSP1336_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0104_clean.csv,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP1436_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1090_clean.csv,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0198_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0210_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1150_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP1312_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0112_clean.csv,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0360_clean.csv,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1
kofamscan/ko_tables/taurine/MMETSP0419_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0099_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0960_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
kofamscan/ko_tables/taurine/MMETSP1442_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0173_clean.csv,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP1450_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0322_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0578_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0810_clean.csv,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0372_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1061_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP1130_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0063_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1466_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0323_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1050_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1101_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0312_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0889_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0007_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0271_clean.csv,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP1052_clean.csv,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0737_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0286_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP1125_clean.csv,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0894_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0699_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP0058_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0696_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP1019_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0093_clean.csv,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
kofamscan/ko_tables/taurine/MMETSP1433_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
kofamscan/ko_tables/taurine/MMETSP0736_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kofamscan/ko_tables/taurine/MMETSP0418_clean.csv,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
